Brand,Model,Price,Year,Mileage,Transmission type,Fuel type,Location,Link,Posted On
Renault,Logan,"600,000 EGP",2022,"110,000 KM",Automatic,Gas,Ismailia,https://eg.hatla2ee.com/en/car/renault/logan/7230702,2026-06-11
Toyota,Corolla,"1,100,000 EGP",2021,"120,000 KM",Automatic,Gas,El Faiyum,https://eg.hatla2ee.com/en/car/toyota/corolla/7230704,2026-06-11
Fiat,Tipo,"700,000 EGP",2020,"164,000 KM",Automatic,Gas,"Nozha, Alexandria",https://eg.hatla2ee.com/en/car/fiat/tipo/7230697,2026-06-11
Mercedes,GLC 43,"7,550,000 EGP",2026,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/mercedes/mercedes-benz-glc-43/unit/7230695,2026-06-11
Mercedes,C 180,"2,025,000 EGP",2018,"134,000 KM",Automatic,Gas,"Heliopolis, Cairo",https://eg.hatla2ee.com/en/car/mercedes/c-180/7230694,2026-06-11
Honda,HRV,"365,000 EGP",2005,"390,000 KM",Automatic,Diesel,Cairo,https://eg.hatla2ee.com/en/car/honda/hrv/7230693,2026-06-11
BMW,640,"2,350,000 EGP",2016,"192,000 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/bmw/640/7230691,2026-06-11
Kia,Sportage,"2,365,000 EGP",2026,0 KM,Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/new-car/kia/sportage/unit/7230689,2026-06-11
Volkswagen,Parati,"175,000 EGP",2005,"278,000 KM",Manual,Gas,Cairo,https://eg.hatla2ee.com/en/car/volks-wagen/parati/7230688,2026-06-11
Skoda,Octavia A4,"370,000 EGP",2004,"270,000 KM",Manual,Gas,"El Haram, Giza",https://eg.hatla2ee.com/en/car/skoda/Octavia-A4/7230648,2026-06-11
Hyundai,Tucson GDI,"1,490,000 EGP",2019,"100,000 KM",Automatic,Gas,El Faiyum,https://eg.hatla2ee.com/en/car/hyundai/Tucson-GDI/7230687,2026-06-11
Geely,Cool Ray,"890,000 EGP",2022,"900,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/geely/Coolray/7230686,2026-06-11
MG,HS,"1,680,000 EGP",2026,0 KM,Automatic,Hybrid,"Mansoura, Dakahlia",https://eg.hatla2ee.com/en/new-car/moris-garage/MG-HS/unit/7230685,2026-06-11
Jetour,X70S,"1,300,000 EGP",2026,0 KM,Automatic,Gas,"Sheikh Zayed City, Giza",https://eg.hatla2ee.com/en/new-car/jetour/X70S/unit/7230684,2026-06-11
MG,ZS,"1,130,000 EGP",2026,0 KM,Automatic,Gas,"Smouha, Alexandria",https://eg.hatla2ee.com/en/new-car/moris-garage/zs/unit/7230683,2026-06-11
Mercedes,CLE 200,"4,050,000 EGP",2024,"29,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/mercedes/mercedes-benz-cle-200/7216997,2026-06-11
MG,One,"1,450,000 EGP",2026,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/moris-garage/MG+One/unit/7230682,2026-06-11
Seat,Leon,"1,600,000 EGP",2026,0 KM,Automatic,Gas,"Sheikh Zayed City, Giza",https://eg.hatla2ee.com/en/new-car/seat/leon/unit/7230681,2026-06-11
Peugeot,5008,"2,475,000 EGP",2026,0 KM,Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/new-car/peugeot/5008/unit/7230679,2026-06-11
Opel,Corsa,"485,000 EGP",2014,"90,000 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/opel/corsa/7171842,2026-06-11
Fiat,Tempra,"115,000 EGP",1991,"500,000 KM",Manual,Gas,"10th of Ramadan, Cairo",https://eg.hatla2ee.com/en/car/fiat/tempra/7230678,2026-06-11
Renault,Megane,"1,220,000 EGP",2026,0 KM,Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/new-car/renault/megane/unit/7230676,2026-06-11
Mercedes,E 200,"5,300,000 EGP",2025,"18,000 KM",Automatic,Gas,"Sheikh Zayed City, Giza",https://eg.hatla2ee.com/en/car/mercedes/e-200/7230674,2026-06-11
Opel,Astra,"600,000 EGP",2016,"190,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/opel/astra/7230673,2026-06-11
Volkswagen,CC,"1,000,000 EGP",2013,"165,000 KM",Automatic,Diesel,Giza,https://eg.hatla2ee.com/en/car/volks-wagen/cc/7230670,2026-06-11
Kaiyi,X7,"1,400,000 EGP",2026,0 KM,Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/new-car/Kaiyi/Kaiyi-X7/unit/7230672,2026-06-11
Land Rover,Velar,"3,350,000 EGP",2020,"60,000 KM",Automatic,Gas,"Heliopolis, Cairo",https://eg.hatla2ee.com/en/car/land-rover/Velar/7200020,2026-06-11
Mercedes,E 200,"4,850,000 EGP",2026,0 KM,Automatic,Gas,"Sheikh Zayed City, Giza",https://eg.hatla2ee.com/en/new-car/mercedes/e-200/unit/7230656,2026-06-11
Ford,Fiesta,"120,000 EGP",1999,0 KM,Manual,Gas,"Touhk, Qalyubia",https://eg.hatla2ee.com/en/car/ford/fiesta/7230651,2026-06-11
Mercedes,E 200,"5,100,000 EGP",2024,"18,000 KM",Automatic,Gas,"Sheikh Zayed City, Giza",https://eg.hatla2ee.com/en/car/mercedes/e-200/7230655,2026-06-11
Hyundai,Verna,"330,000 EGP",2015,"290,000 KM",Manual,Gas,"Heliopolis, Cairo",https://eg.hatla2ee.com/en/car/hyundai/verna/7230654,2026-06-11
Mercedes,GLA 200,"3,650,000 EGP",2026,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/mercedes/GLA-200/unit/7140400,2026-06-11
Chery,Arrizo 5,"550,000 EGP",2022,"199,000 KM",Automatic,Gas,"Pyramids Gardens, Giza",https://eg.hatla2ee.com/en/car/chery/Arrizo-5/7230646,2026-06-11
Mercedes,GLC 300,"6,200,000 EGP",2026,0 KM,Automatic,Gas,"Sheikh Zayed City, Giza",https://eg.hatla2ee.com/en/new-car/mercedes/glc-300/unit/7230641,2026-06-11
MG,7,"1,500,000 EGP",2025,"10,000 KM",Automatic,Gas,Ismailia,https://eg.hatla2ee.com/en/car/moris-garage/mg-7/7230639,2026-06-11
Speranza,Tiggo,"330,000 EGP",2010,"158,000 KM",Manual,Diesel,"Helwan, Cairo",https://eg.hatla2ee.com/en/car/speranza/tiggo/7230637,2026-06-11
Chevrolet,Aveo,"320,000 EGP",2009,"90,000 KM",Manual,Gas,"Heliopolis, Cairo",https://eg.hatla2ee.com/en/car/chevrolet/aveo/7230633,2026-06-11
Chery,Tiggo 3,"550,000 EGP",2017,"90,300 KM",Automatic,Diesel,"Mohandessin, Giza",https://eg.hatla2ee.com/en/car/chery/Tiggo3/7230632,2026-06-11
Nissan,Sunny,"420,000 EGP",2011,"296,000 KM",Manual,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/nissan/sunny/7230630,2026-06-11
Skoda,Kodiaq,"2,720,000 EGP",2026,"7,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/skoda/kodiaq/7230627,2026-06-11
Mercedes,C 200,"4,290,000 EGP",2026,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/mercedes/c-200/unit/7230624,2026-06-11
Daewoo,Nubira 2,"240,000 EGP",2001,"450,000 KM",Manual,Gas,Cairo,https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/7230619,2026-06-11
Deepal,S 07,"2,020,000 EGP",2026,0 KM,Automatic,Electric,"Sheraton, Cairo",https://eg.hatla2ee.com/en/new-car/deepal/Deepal_s07/unit/7228971,2026-06-11
Mercedes,CLA 180,"1,350,000 EGP",2018,"140,000 KM",Automatic,Gas,"Sheraton, Cairo",https://eg.hatla2ee.com/en/car/mercedes/cla-180/7213408,2026-06-11
Chery,Arrizo 6,"989,000 EGP",2026,0 KM,Automatic,Gas,"Sheraton, Cairo",https://eg.hatla2ee.com/en/new-car/chery/Arrizo-6/unit/7219621,2026-06-11
Nissan,Sunny,"520,000 EGP",2011,"61,000 KM",Automatic,Gas,"Sheraton, Cairo",https://eg.hatla2ee.com/en/car/nissan/sunny/7228927,2026-06-11
Opel,Corsa,"450,000 EGP",2013,"99,000 KM",Automatic,Diesel,Alexandria,https://eg.hatla2ee.com/en/car/opel/corsa/7230614,2026-06-11
Mazda,3,"590,000 EGP",2015,"195,000 KM",Automatic,Gas,"Sheraton, Cairo",https://eg.hatla2ee.com/en/car/mazda/mazda-3/7229547,2026-06-11
Kia,Cerato,"600,000 EGP",2010,"200,000 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/kia/cerato/7230615,2026-06-11
Haval,H6,"1,560,000 EGP",2026,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/haval/haval-h6/unit/7230613,2026-06-11
Mercedes,C 200,"3,100,000 EGP",2024,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/mercedes/c-200/unit/7230610,2026-06-11
Hyundai,Accent,"325,000 EGP",2011,"420,000 KM",Manual,Gas,Cairo,https://eg.hatla2ee.com/en/car/hyundai/accent/7230609,2026-06-11
Chevrolet,Aveo,"550,000 EGP",2020,"91,000 KM",Automatic,Natural Gas,Cairo,https://eg.hatla2ee.com/en/car/chevrolet/aveo/7230605,2026-06-11
Opel,Astra,"220,000 EGP",2000,"207,000 KM",Manual,Gas,"Al Shorouk, Cairo",https://eg.hatla2ee.com/en/car/opel/astra/7230607,2026-06-11
Jac,S2,"750,000 EGP",2026,"17,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/jac/s2/7230600,2026-06-11
Kia,Sorento,"2,620,000 EGP",2024,"18,000 KM",Automatic,Hybrid,"Sheikh Zayed City, Giza",https://eg.hatla2ee.com/en/car/kia/sorento/7230604,2026-06-11
Volkswagen,ID 4,"2,050,000 EGP",2025,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/volks-wagen/ID-4/unit/7230603,2026-06-11
Mercedes,GLC 300,"6,150,000 EGP",2026,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/mercedes/glc-300/unit/7230601,2026-06-11
Nissan,Qashqai,"1,650,000 EGP",2025,"40,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/nissan/qashqai/7230596,2026-06-11
Toyota,Land Cruiser,"7,500,000 EGP",2021,"100,000 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/toyota/land-cruiser/7213528,2026-06-11
Land Rover,Range Rover Vogue,"18,500,000 EGP",2026,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/land-rover/vogue/unit/7230592,2026-06-11
Mercedes,GLS,"5,750,000 EGP",2021,"40,000 KM",Automatic,Gas,"Heliopolis, Cairo",https://eg.hatla2ee.com/en/car/mercedes/GLS/7197368,2026-06-11
Rox,1,"3,625,000 EGP",2026,0 KM,Automatic,Hybrid,"El Rehab, Cairo",https://eg.hatla2ee.com/en/new-car/rox/rox-01/unit/7229915,2026-06-11
Kia,Sorento,"1,390,000 EGP",2020,"115,000 KM",Automatic,Electric,"El Rehab, Cairo",https://eg.hatla2ee.com/en/car/kia/sorento/7229923,2026-06-11
BMW,320i,"2,200,000 EGP",2020,"55,000 KM",Automatic,Gas,"Mansoura, Dakahlia",https://eg.hatla2ee.com/en/car/bmw/320i/7230581,2026-06-11
BMW,X6 M,"7,500,000 EGP",2025,"29,000 KM",Automatic,Gas,"Madinaty, Cairo",https://eg.hatla2ee.com/en/car/bmw/X6-M/7230583,2026-06-11
Byd,Leopard 5,"3,200,000 EGP",2025,0 KM,Automatic,Hybrid,"Nasr city, Cairo",https://eg.hatla2ee.com/en/new-car/byd/Byd_Leopard+5/unit/7230580,2026-06-11
Toyota,Hilux,"3,750,000 EGP",2026,0 KM,Automatic,Gas,"El Shorouk, Cairo",https://eg.hatla2ee.com/en/new-car/toyota/hilux/unit/7230579,2026-06-11
Mercedes,A 200,"2,200,000 EGP",2023,"14,000 KM",Automatic,Gas,"El Shorouk, Cairo",https://eg.hatla2ee.com/en/car/mercedes/a-200/7230578,2026-06-11
Jaguar,F-Pace,"3,000,000 EGP",2021,"28,000 KM",Automatic,Gas,"Heliopolis, Cairo",https://eg.hatla2ee.com/en/car/jaguar/f-pace/7213524,2026-06-11
Land Rover,Range Rover Sport,"4,900,000 EGP",2020,"66,000 KM",Automatic,Gas,"El Shorouk, Cairo",https://eg.hatla2ee.com/en/car/land-rover/sport/7230577,2026-06-11
Land Rover,Range Rover,"1,400,000 EGP",2008,"160,000 KM",Automatic,Gas,"El Mahalla El Kubra, Gharbia",https://eg.hatla2ee.com/en/car/land-rover/range-rover/7215984,2026-06-11
Renault,Logan,"490,000 EGP",2021,0 KM,Manual,Gas,Giza,https://eg.hatla2ee.com/en/new-car/renault/logan/23881/7230568,2026-06-11
Mercedes,GLC 200,"4,950,000 EGP",2024,"11,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/mercedes/GLC-200/7230566,2026-06-11
Mercedes,GLS,"7,950,000 EGP",2024,"12,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/mercedes/GLS/7230556,2026-06-11
Mini,Cooper,"2,725,000 EGP",2025,"10,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/mini/cooper/7230561,2026-06-11
MG,ZS,"1,130,000 EGP",2026,"30,000 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/moris-garage/zs/7230562,2026-06-11
Nissan,Sunny,"800,000 EGP",2027,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/nissan/sunny/unit/7230559,2026-06-11
Daewoo,Lanos,"270,000 EGP",2005,"200,000 KM",Manual,Gas,Damietta,https://eg.hatla2ee.com/en/car/daewoo/lanos/7230557,2026-06-11
Peugeot,2008,"1,000,000 EGP",2021,"152,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/peugeot/2008/7216990,2026-06-11
Fiat,Shahin,"80,000 EGP",2001,"499,999 KM",Manual,Gas,Cairo,https://eg.hatla2ee.com/en/car/fiat/shahin/7230547,2026-06-11
Renault,Duster,"575,000 EGP",2017,"130,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/renault/duster/7230544,2026-06-11
Volkswagen,Tiguan,"1,250,000 EGP",2017,"140,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/volks-wagen/tiguan/7222462,2026-06-11
Kia,Cerato,"650,000 EGP",2010,"250,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/kia/cerato/7228943,2026-06-11
Land Rover,Velar,"5,800,000 EGP",2021,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/land-rover/Velar/unit/7222602,2026-06-11
Mercedes,C 180,"2,950,000 EGP",2021,"22,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/mercedes/c-180/7208336,2026-06-11
Hyundai,Tucson Turbo GDI,"1,850,000 EGP",2024,"65,000 KM",Automatic,Gas,Sharqia,https://eg.hatla2ee.com/en/car/hyundai/Tucson-Turbo/7230536,2026-06-11
Byd,Song Plus,"1,580,000 EGP",2025,0 KM,Automatic,Electric,"Sheikh Zayed City, Giza",https://eg.hatla2ee.com/en/new-car/byd/Song-Plus/unit/7230535,2026-06-11
Suzuki,Swift Dzire,"450,000 EGP",2022,"180,000 KM",Manual,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/suzuki/swift-dzire/7230541,2026-06-11
Nissan,Sunny,"400,000 EGP",2013,"166,000 KM",Automatic,Gas,"Kafr el-Dawwar, Beheira",https://eg.hatla2ee.com/en/car/nissan/sunny/7230539,2026-06-11
Skoda,Kodiaq,"2,600,000 EGP",2026,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/skoda/kodiaq/unit/7230538,2026-06-11
Mitsubishi,Lancer,"400,000 EGP",2008,"450,000 KM",Manual,Natural Gas,"Mohandessin, Giza",https://eg.hatla2ee.com/en/car/mitsubishi/lancer/7230534,2026-06-11
Hyundai,Elantra,"1,130,000 EGP",2021,"118,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/hyundai/elantra/7230531,2026-06-11
Hyundai,Getz,"445,000 EGP",2008,"166,000 KM",Automatic,Diesel,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/hyundai/getz/7230527,2026-06-11
Nissan,Sunny,"730,000 EGP",2024,"50,000 KM",Automatic,Gas,"Zagazig, Sharqia",https://eg.hatla2ee.com/en/car/nissan/sunny/7230520,2026-06-11
Renault,Clio,"200,000 EGP",2002,"250,000 KM",Manual,Gas,Ismailia,https://eg.hatla2ee.com/en/car/renault/clio/7225987,2026-06-11
Opel,Astra,"550,000 EGP",2008,"210,000 KM",Automatic,Gas,"Maadi, Cairo",https://eg.hatla2ee.com/en/car/opel/astra/7230522,2026-06-11
Land Rover,Range Rover Evoque,"3,200,000 EGP",2023,"70,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/land-rover/evoque/7230521,2026-06-11
Lada,Granta,"380,000 EGP",2022,"146,999 KM",Manual,Gas,Alexandria,https://eg.hatla2ee.com/en/car/lada/granta/7230518,2026-06-11
Mercedes,GLC 200,"5,000,000 EGP",2024,"24,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/mercedes/GLC-200/7230508,2026-06-11
MG,ZS,"990,000 EGP",2025,"14,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/moris-garage/zs/7230516,2026-06-11
Speranza,M11,"190,000 EGP",2011,"128,000 KM",Manual,Gas,Giza,https://eg.hatla2ee.com/en/car/speranza/m11/7228237,2026-06-11
Renault,Dokker,"500,000 EGP",2021,"100,000 KM",Manual,Gas,"Maadi, Cairo",https://eg.hatla2ee.com/en/car/renault/dokker/7191985,2026-06-11
Cadillac,Escalade,"2,250,000 EGP",2005,"44,000 KM",Automatic,Gas,"Maadi, Cairo",https://eg.hatla2ee.com/en/car/cadillac/escalade/7194096,2026-06-11
Chery,Tiggo 4,"1,055,000 EGP",2026,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/chery/Tiggo-4/unit/7213435,2026-06-11
Toyota,Corolla,"1,630,000 EGP",2024,"8,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/toyota/corolla/7230505,2026-06-11
Speranza,A113,"205,000 EGP",2009,0 KM,Manual,Gas,Damietta,https://eg.hatla2ee.com/en/car/speranza/a113/7230503,2026-06-11
Mercedes,E 200,"1,500,000 EGP",1994,"70,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/mercedes/e-200/7230027,2026-06-11
Nissan,Sentra,"1,050,000 EGP",2026,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/nissan/sentra/unit/7179733,2026-06-11
Mercedes,E 200,"1,400,000 EGP",2010,"120,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/mercedes/e-200/7230500,2026-06-11
Proton,Gen 2,"350,000 EGP",2007,"720,000 KM",Manual,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/proton/gen-2/7230498,2026-06-11
Mercedes,C 180,"3,850,000 EGP",2026,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/mercedes/c-180/unit/7230496,2026-06-11
Kia,Rio,"500,000 EGP",2015,"245,999 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/kia/rio/7230493,2026-06-11
Hyundai,Elantra CN7,"1,250,000 EGP",2022,"1,299 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/hyundai/Elantra-CN7/7230490,2026-06-11
Mercedes,EQB 350,"2,400,000 EGP",2024,"7,000 KM",Automatic,Electric,"Heliopolis, Cairo",https://eg.hatla2ee.com/en/car/mercedes/mercedes-benz-eqb-350/7230489,2026-06-11
Mercedes,Viano,"6,650,000 EGP",2026,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/mercedes/Viano/unit/7145396,2026-06-11
Renault,Fluence,"540,000 EGP",2016,"190,000 KM",Automatic,Gas,"Heliopolis, Cairo",https://eg.hatla2ee.com/en/car/renault/fluence/7230486,2026-06-11
BMW,X5,"1,850,000 EGP",2016,"191,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/bmw/x5/7229993,2026-06-11
Rox,1,"3,600,000 EGP",2026,"13,000 KM",Automatic,Gas,"Zamalek, Cairo",https://eg.hatla2ee.com/en/car/rox/rox-01/7230482,2026-06-11
Mercedes,GLC 300,"4,500,000 EGP",2024,"10,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/mercedes/glc-300/7225012,2026-06-11
Jeep,Grand Cherokee,"5,150,000 EGP",2025,0 KM,Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/new-car/jeep/grand-Cherokee/unit/7168190,2026-06-11
Chery,Arrizo 5,"500,000 EGP",2021,"235,000 KM",Automatic,Gas,"Hadayek October, Giza",https://eg.hatla2ee.com/en/car/chery/Arrizo-5/7230477,2026-06-11
Porsche,911,"14,800,000 EGP",2026,0 KM,Automatic,Gas,"Sheikh Zayed City, Giza",https://eg.hatla2ee.com/en/new-car/porsche/911/unit/7230476,2026-06-11
Volkswagen,Jetta,"550,000 EGP",2011,"188,000 KM",Automatic,Diesel,"El Shorouk, Cairo",https://eg.hatla2ee.com/en/car/volks-wagen/jetta/7178208,2026-06-11
Audi,A3,"1,200,000 EGP",2016,"136,600 KM",Automatic,Diesel,"El Shorouk, Cairo",https://eg.hatla2ee.com/en/car/audi/a3/7230473,2026-06-11
Nissan,Sunny,"400,000 EGP",2009,"143,000 KM",Automatic,Gas,"Hadayek October, Giza",https://eg.hatla2ee.com/en/car/nissan/sunny/7230472,2026-06-11
Skoda,Superb,"3,100,000 EGP",2026,0 KM,Automatic,Gas,"Madinaty, Cairo",https://eg.hatla2ee.com/en/new-car/skoda/superb/unit/7230471,2026-06-11
CitroÃ«n,C Elysee,"680,000 EGP",2022,"118,000 KM",Automatic,Natural Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/citroen/c-elysee/7230470,2026-06-11
Audi,A3,"2,100,000 EGP",2025,"54,000 KM",Automatic,Gas,"Madinaty, Cairo",https://eg.hatla2ee.com/en/car/audi/a3/7230469,2026-06-11
Opel,Insignia,"1,050,000 EGP",2019,"170,000 KM",Automatic,Gas,"Heliopolis, Cairo",https://eg.hatla2ee.com/en/car/opel/insignia/7230468,2026-06-11
Mercedes,C 250,"1,200,000 EGP",2010,"211,000 KM",Automatic,Diesel,Cairo,https://eg.hatla2ee.com/en/car/mercedes/c-250/7230464,2026-06-11
BMW,X3 M,"2,600,000 EGP",2019,"200,000 KM",Automatic,Gas,"Madinaty, Cairo",https://eg.hatla2ee.com/en/car/bmw/X3-M/7230465,2026-06-11
Kia,Cerato,"600,000 EGP",2013,"190,000 KM",Automatic,Gas,"Miamy, Alexandria",https://eg.hatla2ee.com/en/car/kia/cerato/7230190,2026-06-11
Chery,Tiggo 8,"750,000 EGP",2022,"60,000 KM",Automatic,Gas,"Mahta Al Raml, Alexandria",https://eg.hatla2ee.com/en/car/chery/Tiggo-8/7230193,2026-06-11
Renault,Logan,"360,000 EGP",2015,"300,000 KM",Manual,Diesel,"Al Agouzah, Giza",https://eg.hatla2ee.com/en/car/renault/logan/7224081,2026-06-11
Kia,Cerato,"900,000 EGP",2022,"60,000 KM",Automatic,Gas,Alexandria,https://eg.hatla2ee.com/en/car/kia/cerato/7230234,2026-06-11
Hyundai,Elantra,"650,000 EGP",2015,"120,000 KM",Automatic,Gas,"Elmansheya, Alexandria",https://eg.hatla2ee.com/en/car/hyundai/elantra/7230183,2026-06-11
Land Rover,Range Rover Evoque,"4,200,000 EGP",2026,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/land-rover/evoque/unit/7198725,2026-06-11
MG,ZS,"850,000 EGP",2026,"1,000 KM",Automatic,Gas,Alexandria,https://eg.hatla2ee.com/en/car/moris-garage/zs/7230238,2026-06-11
Hyundai,Tucson GDI,"1,500,000 EGP",2025,0 KM,Automatic,Gas,"Mahta Al Raml, Alexandria",https://eg.hatla2ee.com/en/new-car/hyundai/Tucson-GDI/unit/7230249,2026-06-11
MG,One,"900,000 EGP",2024,"30,000 KM",Automatic,Gas,Alexandria,https://eg.hatla2ee.com/en/car/moris-garage/MG+One/7230252,2026-06-11
Opel,Crossland,"740,000 EGP",2021,"80,000 KM",Automatic,Gas,"Heliopolis, Cairo",https://eg.hatla2ee.com/en/car/opel/Crossland/7230460,2026-06-11
Jetour,T2,"1,820,000 EGP",2025,"11,000 KM",Automatic,Gas,"Maadi, Cairo",https://eg.hatla2ee.com/en/car/jetour/T2/7230441,2026-06-11
Daewoo,Nubira,"260,000 EGP",2007,"225,000 KM",Manual,Gas,"Safaga, Red Sea",https://eg.hatla2ee.com/en/car/daewoo/nubira/7230456,2026-06-11
Mini,Cooper,"2,700,000 EGP",2025,"12,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/mini/cooper/7230444,2026-06-11
Porsche,911,"14,800,000 EGP",2026,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/porsche/911/unit/7230452,2026-06-11
Renault,Duster,"690,000 EGP",2019,"189,999 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/renault/duster/7230451,2026-06-11
Daewoo,Nubira 2,"250,000 EGP",2005,0 KM,Manual,Gas,South Sinai,https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/7230440,2026-06-11
Porsche,Macan,"3,250,000 EGP",2021,"180,000 KM",Automatic,Gas,Giza,https://eg.hatla2ee.com/en/car/porsche/macan/7230446,2026-06-11
Toyota,Corolla,"800,000 EGP",2015,"165,000 KM",Automatic,Diesel,Cairo,https://eg.hatla2ee.com/en/car/toyota/corolla/7230449,2026-06-11
Mitsubishi,Eclipse Cross,"1,020,000 EGP",2021,"80,000 KM",Automatic,Gas,"Heliopolis, Cairo",https://eg.hatla2ee.com/en/car/mitsubishi/Eclipse-Cross/7230443,2026-06-11
Mitsubishi,Eclipse Cross,"1,020,000 EGP",2021,"80,000 KM",Automatic,Gas,"Heliopolis, Cairo",https://eg.hatla2ee.com/en/car/mitsubishi/Eclipse-Cross/7230443,2026-06-11
