Brand,Model,Price,Year,Mileage,Transmission type,Fuel type,Location,Link,Posted On
Hyundai,Elantra,"790,000 EGP",2022,"162,000 KM",Automatic,Gas,"Mohandessin, Giza",https://eg.hatla2ee.com/en/car/hyundai/elantra/7230442,2026-06-11
Volkswagen,Bora,"365,000 EGP",2000,"240,000 KM",Automatic,Gas,"Obour City, Cairo",https://eg.hatla2ee.com/en/car/volks-wagen/bora/7230437,2026-06-11
Jac,J7,"705,000 EGP",2022,"69,000 KM",Automatic,Gas,"El Haram, Giza",https://eg.hatla2ee.com/en/car/jac/J7/7230430,2026-06-11
Hyundai,Elantra HD,"625,000 EGP",2017,"200,000 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/hyundai/Elantra-HD/7230433,2026-06-11
Renault,Kardian,"950,000 EGP",2026,0 KM,Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/new-car/renault/Kardian/unit/7230435,2026-06-11
Renault,Logan,"490,000 EGP",2019,"155,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/renault/logan/7230431,2026-06-11
Kia,Sportage,"1,675,000 EGP",2023,"21,000 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/kia/sportage/7230428,2026-06-11
Hyundai,Elantra AD,"900,000 EGP",2019,"238,000 KM",Automatic,Gas,"Pyramids Gardens, Giza",https://eg.hatla2ee.com/en/car/hyundai/Elantra-AD/7230425,2026-06-11
BMW,318,"470,000 EGP",2001,"270,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/bmw/318/7230412,2026-06-11
Mitsubishi,Lancer Puma,"620,000 EGP",2014,"115,000 KM",Automatic,Diesel,Sohag,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/7230424,2026-06-11
Mercedes,C 300,"3,000,000 EGP",2020,"71,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/mercedes/C+300/7230423,2026-06-11
Byd,F3,"600,000 EGP",2024,"40,000 KM",Manual,Gas,Luxor,https://eg.hatla2ee.com/en/car/byd/f3/7230420,2026-06-11
Opel,Insignia,"1,000,000 EGP",2016,"113,650 KM",Automatic,Diesel,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/opel/insignia/7227060,2026-06-11
Mercedes,CLA 200,"3,800,000 EGP",2026,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/mercedes/cla-200/unit/7230416,2026-06-11
Peugeot,308 sw,"415,000 EGP",2011,"193,500 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/peugeot/308-sw/7227703,2026-06-11
Mercedes,G500,"9,750,000 EGP",2021,"59,000 KM",Automatic,Gas,"Mohandessin, Giza",https://eg.hatla2ee.com/en/car/mercedes/g500/7230408,2026-06-11
Mercedes,E 200,"4,900,000 EGP",2025,"20,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/mercedes/e-200/7230407,2026-06-11
Xiaomi,SU7,"3,100,000 EGP",2025,"10,000 KM",Automatic,Electric,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/xiaomi/Xiaomi_Su7/7230405,2026-06-11
BMW,X3,"700,000 EGP",2008,"300,000 KM",Automatic,Diesel,Alexandria,https://eg.hatla2ee.com/en/car/bmw/x3/7230401,2026-06-11
Mercedes,C 180,"1,800,000 EGP",2018,"200,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/mercedes/c-180/7230400,2026-06-11
Seat,Ibiza,"1,460,000 EGP",2026,0 KM,Automatic,Gas,"Heliopolis, Cairo",https://eg.hatla2ee.com/en/new-car/seat/ibiza/50870/7230395,2026-06-11
Cupra,Leon,"1,885,000 EGP",2026,"11,000 KM",Automatic,Gas,Damietta,https://eg.hatla2ee.com/en/car/cupra/leon-cupra/7230398,2026-06-11
Opel,Astra,"260,000 EGP",2001,"314,000 KM",Manual,Diesel,"Maadi, Cairo",https://eg.hatla2ee.com/en/car/opel/astra/7230393,2026-06-11
Chery,Envy,"300,000 EGP",2017,"160,000 KM",Manual,Gas,Suez,https://eg.hatla2ee.com/en/car/chery/chery-envy/7211358,2026-06-11
Mercedes,E 200,"3,600,000 EGP",2021,"75,000 KM",Automatic,Gas,"Mohandessin, Giza",https://eg.hatla2ee.com/en/car/mercedes/e-200/7230394,2026-06-11
Peugeot,308,"450,000 EGP",2011,0 KM,Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/peugeot/308/7230380,2026-06-11
Hyundai,Elantra,"575,000 EGP",2011,"195,000 KM",Automatic,Natural Gas,Cairo,https://eg.hatla2ee.com/en/car/hyundai/elantra/7230386,2026-06-11
Chevrolet,Optra,"450,000 EGP",2017,"126,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/chevrolet/optra/7230377,2026-06-11
Nissan,Sunny,"680,000 EGP",2023,"96,000 KM",Automatic,Diesel,"El Shorouk, Cairo",https://eg.hatla2ee.com/en/car/nissan/sunny/7230361,2026-06-11
Mazda,3,"380,000 EGP",2006,"158,000 KM",Automatic,Gas,"Shubra, Cairo",https://eg.hatla2ee.com/en/car/mazda/mazda-3/7230372,2026-06-11
Faw,N5,"200,000 EGP",2013,"93,000 KM",Manual,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/faw/N5/7230367,2026-06-11
Faw,N5,"200,000 EGP",2013,"93,200 KM",Manual,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/faw/N5/7230371,2026-06-11
Peugeot,308,"425,000 EGP",2009,"144,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/peugeot/308/7230369,2026-06-11
Kia,Cerato,"800,000 EGP",2018,"159,999 KM",Automatic,Gas,"10th of Ramadan, Cairo",https://eg.hatla2ee.com/en/car/kia/cerato/7230368,2026-06-11
Mercedes,C 180,"1,350,000 EGP",2013,"109,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/mercedes/c-180/7081813,2026-06-11
Renault,Duster,"680,000 EGP",2020,"163,000 KM",Automatic,Diesel,Aswan,https://eg.hatla2ee.com/en/car/renault/duster/7230357,2026-06-11
Fiat,Siena,"160,000 EGP",2002,"410,000 KM",Manual,Natural Gas,"Hadayek October, Giza",https://eg.hatla2ee.com/en/car/fiat/siena/7230351,2026-06-11
Renault,Logan,"480,000 EGP",2018,"103,200 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/renault/logan/7230348,2026-06-11
Kia,Saipa,"175,000 EGP",2014,"130,000 KM",Manual,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/kia/saipa/7230347,2026-06-11
Renault,Logan,"480,000 EGP",2018,"103,200 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/renault/logan/7230348,2026-06-11
Kia,Saipa,"175,000 EGP",2014,"130,000 KM",Manual,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/kia/saipa/7230347,2026-06-11
Jeep,Renegade,"880,000 EGP",2018,"140,000 KM",Automatic,Gas,"Mit Ghamr, Dakahlia",https://eg.hatla2ee.com/en/car/jeep/Renegade/7213177,2026-06-11
MG,5,"840,000 EGP",2022,0 KM,Automatic,Gas,"El Mahalla El Kubra, Gharbia",https://eg.hatla2ee.com/en/new-car/moris-garage/mg-5/31014/7230346,2026-06-11
Renault,Sandero Step Way,"520,000 EGP",2016,"138,500 KM",Automatic,Gas,El Faiyum,https://eg.hatla2ee.com/en/car/renault/sandero-step-way/7230343,2026-06-11
BMW,M235i,"4,700,000 EGP",2024,0 KM,Automatic,Gas,"Sheikh Zayed City, Giza",https://eg.hatla2ee.com/en/new-car/bmw/bmw-m235i/unit/7184207,2026-06-11
Daewoo,Nubira 2,"210,000 EGP",1999,0 KM,Manual,Diesel,Giza,https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/7230340,2026-06-11
Opel,Corsa,"155,000 EGP",1999,"346,864 KM",Manual,Gas,Port Said,https://eg.hatla2ee.com/en/car/opel/corsa/7230338,2026-06-11
Mitsubishi,Lancer Crystala,"250,000 EGP",1996,"400,000 KM",Manual,Gas,Damietta,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Crystala/7230335,2026-06-11
Fiat,Tipo,"689,000 EGP",2020,"99,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/fiat/tipo/7230333,2026-06-11
Renault,Sandero Step Way,"569,000 EGP",2020,"56,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/renault/sandero-step-way/7230334,2026-06-11
Toyota,Corolla,"300,000 EGP",1997,0 KM,Manual,Gas,Giza,https://eg.hatla2ee.com/en/car/toyota/corolla/7230331,2026-06-11
MG,ZS,"939,000 EGP",2024,"9,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/moris-garage/zs/7216776,2026-06-11
BMW,320i,"735,000 EGP",2008,"149,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/bmw/320i/7230329,2026-06-11
Mercedes,C 200,"4,250,000 EGP",2026,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/mercedes/c-200/unit/7230328,2026-06-11
Hyundai,Accent,"325,000 EGP",2000,"134,999 KM",Automatic,Gas,El Minya,https://eg.hatla2ee.com/en/car/hyundai/accent/7230327,2026-06-11
Kia,Sportage,"1,380,000 EGP",2020,"99,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/kia/sportage/7230325,2026-06-11
Mercedes,C 180,"3,950,000 EGP",2026,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/mercedes/c-180/unit/7230323,2026-06-11
Nissan,Sentra,"795,000 EGP",2022,"150,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/nissan/sentra/7230322,2026-06-11
Mercedes,E 200,"1,850,000 EGP",2014,"125,000 KM",Automatic,Gas,Damietta,https://eg.hatla2ee.com/en/car/mercedes/e-200/7214186,2026-06-11
Renault,Duster,"795,000 EGP",2022,"95,000 KM",Automatic,Diesel,"6 October, Giza",https://eg.hatla2ee.com/en/car/renault/duster/7230324,2026-06-11
Seat,Leon,"1,145,000 EGP",2020,"65,000 KM",Automatic,Gas,Damietta,https://eg.hatla2ee.com/en/car/seat/leon/7230321,2026-06-11
Seat,Arona,"1,325,000 EGP",2025,"39,000 KM",Automatic,Gas,Damietta,https://eg.hatla2ee.com/en/car/seat/arona/7230320,2026-06-11
Mercedes,C 200,"4,500,000 EGP",2026,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/mercedes/c-200/unit/7230318,2026-06-11
Mercedes,S 450,"6,250,000 EGP",2020,"39,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/mercedes/S-450/7230319,2026-06-11
Mercedes,S 450,"8,350,000 EGP",2023,"9,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/mercedes/S-450/7230317,2026-06-11
Mercedes,G63,"14,200,000 EGP",2023,"14,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/mercedes/mercedes-benz-g63/7230314,2026-06-11
Hyundai,Atos,"140,000 EGP",1998,"240,000 KM",Manual,Diesel,"Banha, Qalyubia",https://eg.hatla2ee.com/en/car/hyundai/atos/7230313,2026-06-11
Renault,Logan,"450,000 EGP",2016,"165,000 KM",Automatic,Gas,"Hadayek October, Giza",https://eg.hatla2ee.com/en/car/renault/logan/7230301,2026-06-11
Land Rover,Range Rover Sport,"9,850,000 EGP",2024,"22,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/land-rover/sport/7213103,2026-06-11
Mercedes,C 180,"1,720,000 EGP",2015,"106,000 KM",Automatic,Gas,Suez,https://eg.hatla2ee.com/en/car/mercedes/c-180/7230312,2026-06-11
Volkswagen,Tiguan,"2,450,000 EGP",2025,"25,000 KM",Automatic,Gas,Suez,https://eg.hatla2ee.com/en/car/volks-wagen/tiguan/7230310,2026-06-11
Seat,Leon,"700,000 EGP",2014,"132,000 KM",Automatic,Gas,Suez,https://eg.hatla2ee.com/en/car/seat/leon/7230309,2026-06-11
Chery,Arrizo 5,"680,000 EGP",2024,"19,000 KM",Automatic,Gas,"Madinaty, Cairo",https://eg.hatla2ee.com/en/car/chery/Arrizo-5/7230308,2026-06-11
Suzuki,S Presso,"460,000 EGP",2022,"38,000 KM",Manual,Diesel,Giza,https://eg.hatla2ee.com/en/car/suzuki/S-Presso/7230298,2026-06-11
Toyota,Corolla,"750,000 EGP",2013,"166,000 KM",Automatic,Gas,Beni Suef,https://eg.hatla2ee.com/en/car/toyota/corolla/7230285,2026-06-11
Ford,Kuga,"760,000 EGP",2016,"100,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/ford/kuga/7230284,2026-06-11
Other,Other Make DFM,"155,000 EGP",1997,0 KM,Manual,Diesel,Cairo,https://eg.hatla2ee.com/en/car/other/other-make-dfm/7230275,2026-06-11
BMW,420,"3,750,000 EGP",2023,"44,000 KM",Automatic,Gas,"Heliopolis, Cairo",https://eg.hatla2ee.com/en/car/bmw/420/7230269,2026-06-11
Nissan,Sunny,"500,000 EGP",2018,"260,000 KM",Automatic,Gas,"El Hamoul, Kafr el-Sheikh",https://eg.hatla2ee.com/en/car/nissan/sunny/7230268,2026-06-11
BMW,420,"3,750,000 EGP",2023,"44,000 KM",Automatic,Gas,"Heliopolis, Cairo",https://eg.hatla2ee.com/en/car/bmw/420/7230269,2026-06-11
Nissan,Sunny,"500,000 EGP",2018,"260,000 KM",Automatic,Gas,"El Hamoul, Kafr el-Sheikh",https://eg.hatla2ee.com/en/car/nissan/sunny/7230268,2026-06-11
Renault,Logan,"350,000 EGP",2013,"190,000 KM",Automatic,Gas,"Mokattam, Cairo",https://eg.hatla2ee.com/en/car/renault/logan/7230267,2026-06-11
Seat,Tarraco,"1,700,000 EGP",2021,"145,000 KM",Automatic,Gas,Ismailia,https://eg.hatla2ee.com/en/car/seat/Tarraco/7230251,2026-06-11
Byd,F3,"725,000 EGP",2025,0 KM,Automatic,Gas,"Al Badrashin, Giza",https://eg.hatla2ee.com/en/new-car/byd/f3/unit/7230264,2026-06-11
Peugeot,307 SW,"430,000 EGP",2006,"197,000 KM",Automatic,Gas,"Madinaty, Cairo",https://eg.hatla2ee.com/en/car/peugeot/peugeot-307-sw/7230207,2026-06-11
Peugeot,301,"1,500,000 EGP",2015,"159,000 KM",Manual,Gas,"Madinaty, Cairo",https://eg.hatla2ee.com/en/car/peugeot/301/4802103,2026-06-11
Daewoo,Lanos,"250,000 EGP",2002,0 KM,Manual,Gas,"Mansoura, Dakahlia",https://eg.hatla2ee.com/en/car/daewoo/lanos/7230259,2026-06-11
Jetour,X70 Plus,"1,330,000 EGP",2026,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/jetour/X70-Plus/unit/7230256,2026-06-11
Renault,Fluence,"515,000 EGP",2017,"182,000 KM",Automatic,Gas,"El Haram, Giza",https://eg.hatla2ee.com/en/car/renault/fluence/7230255,2026-06-11
Peugeot,508,"1,180,000 EGP",2020,"200,000 KM",Automatic,Gas,"Mohandessin, Giza",https://eg.hatla2ee.com/en/car/peugeot/508/7230250,2026-06-11
Maserati,Grecale,"6,300,000 EGP",2025,0 KM,Automatic,Gas,"Sheikh Zayed City, Giza",https://eg.hatla2ee.com/en/new-car/maserati/Grecale/unit/7197906,2026-06-11
Nissan,Qashqai,"615,000 EGP",2012,"300,000 KM",Manual,Gas,Red Sea,https://eg.hatla2ee.com/en/car/nissan/qashqai/7184566,2026-06-11
Suzuki,Swift,"915,000 EGP",2026,0 KM,Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/new-car/suzuki/swift/unit/7230254,2026-06-11
Geely,Emgrand X7,"345,000 EGP",2016,"130,000 KM",Manual,Gas,Asyut,https://eg.hatla2ee.com/en/car/geely/emgrand-x7/7230253,2026-06-11
Volkswagen,Tiguan,"2,650,000 EGP",2026,0 KM,Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/new-car/volks-wagen/tiguan/unit/7153063,2026-06-11
Mitsubishi,Lancer,"130,000 EGP",1990,"270,000 KM",Manual,Gas,"Hadayek October, Giza",https://eg.hatla2ee.com/en/car/mitsubishi/lancer/7230240,2026-06-11
Toyota,Land Cruiser,"7,000,000 EGP",2023,"50,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/toyota/land-cruiser/7230236,2026-06-11
Hyundai,Excel,"125,000 EGP",1996,"200,000 KM",Manual,Gas,"Hadayek October, Giza",https://eg.hatla2ee.com/en/car/hyundai/excel/7230235,2026-06-11
Daewoo,Lacetti,"430,000 EGP",2007,"240,000 KM",Automatic,Natural Gas,"Rosetta, Beheira",https://eg.hatla2ee.com/en/car/daewoo/lacetti/7230228,2026-06-11
Audi,Q8,"3,300,000 EGP",2019,"89,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/audi/q8/7230230,2026-06-11
Skoda,Superb,"1,200,000 EGP",2018,"187,999 KM",Automatic,Diesel,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/skoda/superb/7230208,2026-06-11
Geely,Maple,"195,000 EGP",2010,0 KM,Manual,Gas,"Badr City, Cairo",https://eg.hatla2ee.com/en/car/geely/maple/7230223,2026-06-11
Ford,Fusion,"690,000 EGP",2015,"325,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/ford/fusion/7230216,2026-06-11
Chevrolet,Lanos,"315,000 EGP",2012,"230,000 KM",Manual,Gas,"Obour City, Cairo",https://eg.hatla2ee.com/en/car/chevrolet/lanos2/7230222,2026-06-11
Skoda,Superb,"1,200,000 EGP",2018,"188,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/skoda/superb/7230220,2026-06-11
BMW,740,"2,300,000 EGP",2019,"250,000 KM",Automatic,Gas,"El Shorouk, Cairo",https://eg.hatla2ee.com/en/car/bmw/740/7230202,2026-06-11
Hyundai,Creta,"850,000 EGP",2017,"125,000 KM",Automatic,Gas,"Dokki, Giza",https://eg.hatla2ee.com/en/car/hyundai/creta/7230218,2026-06-11
Land Rover,Range Rover Evoque,"4,050,000 EGP",2026,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/land-rover/evoque/unit/7230219,2026-06-11
Hyundai,Solaris,"670,000 EGP",2016,"91,000 KM",Automatic,Gas,Alexandria,https://eg.hatla2ee.com/en/car/hyundai/solaris/7230214,2026-06-11
Daewoo,Juliet,"305,000 EGP",2005,"169,000 KM",Manual,Gas,"El Haram, Giza",https://eg.hatla2ee.com/en/car/daewoo/juliet/7230210,2026-06-11
Mercedes,C 180,"3,850,000 EGP",2026,0 KM,Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/new-car/mercedes/c-180/unit/7230209,2026-06-11
MG,5,"770,000 EGP",2021,"80,000 KM",Automatic,Diesel,Cairo,https://eg.hatla2ee.com/en/car/moris-garage/mg-5/7230205,2026-06-11
Peugeot,3008,"1,725,000 EGP",2021,"64,000 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/peugeot/3008/7230203,2026-06-11
Opel,Vectra,"380,000 EGP",2007,"291,000 KM",Manual,Gas,"Madinaty, Cairo",https://eg.hatla2ee.com/en/car/opel/vectra/7230199,2026-06-11
Renault,Logan,"385,000 EGP",2016,"300,000 KM",Automatic,Gas,"Pyramids Gardens, Giza",https://eg.hatla2ee.com/en/car/renault/logan/7230197,2026-06-11
Nissan,Sentra,"605,000 EGP",2014,"120,000 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/nissan/sentra/7230191,2026-06-11
Volkswagen,Jetta,"650,000 EGP",2009,"238,000 KM",Automatic,Natural Gas,Cairo,https://eg.hatla2ee.com/en/car/volks-wagen/jetta/7226871,2026-06-11
Jeep,Wrangler,"1,300,000 EGP",2015,"175,000 KM",Automatic,Gas,"Hurghada, Red Sea",https://eg.hatla2ee.com/en/car/jeep/wrangler/7226857,2026-06-11
Renault,Sandero Step Way,"620,000 EGP",2021,"69,500 KM",Automatic,Diesel,"Helwan, Cairo",https://eg.hatla2ee.com/en/car/renault/sandero-step-way/7226797,2026-06-11
Skoda,Superb,"1,290,000 EGP",2021,"270,000 KM",Automatic,Gas,South Sinai,https://eg.hatla2ee.com/en/car/skoda/superb/7226757,2026-06-10
Peugeot,2008,"850,000 EGP",2021,"210,000 KM",Automatic,Natural Gas,"Madinaty, Cairo",https://eg.hatla2ee.com/en/car/peugeot/2008/7226739,2026-06-10
Fiat,Regata,"70,000 EGP",1985,"100,000 KM",Manual,Gas,Damietta,https://eg.hatla2ee.com/en/car/fiat/regata/7226730,2026-06-10
Chevrolet,N300,"555,000 EGP",2023,0 KM,Manual,Gas,El Minya,https://eg.hatla2ee.com/en/car/chevrolet/n300/7226710,2026-06-10
BMW,318,"750,000 EGP",2012,"283,000 KM",Automatic,Diesel,Giza,https://eg.hatla2ee.com/en/car/bmw/318/7226705,2026-06-10
Changan,Eado,"800,000 EGP",2021,0 KM,Automatic,Diesel,Luxor,https://eg.hatla2ee.com/en/car/changan/eado/7226701,2026-06-10
BMW,X3,"1,200,000 EGP",2012,"163,000 KM",Automatic,Gas,"6 October, Giza",https://eg.hatla2ee.com/en/car/bmw/x3/7226695,2026-06-10
Hyundai,Tucson,"1,380,000 EGP",2022,"160,000 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/hyundai/tucson/7226667,2026-06-10
Kia,Picanto,"580,000 EGP",2012,"100,000 KM",Automatic,Gas,Alexandria,https://eg.hatla2ee.com/en/car/kia/picanto/7226634,2026-06-10
Hyundai,Tucson GDI,"1,600,000 EGP",2021,"100,000 KM",Automatic,Diesel,"Madinaty, Cairo",https://eg.hatla2ee.com/en/car/hyundai/Tucson-GDI/7226586,2026-06-10
BMW,520,"4,250,000 EGP",2026,0 KM,Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/new-car/bmw/520/unit/7226571,2026-06-10
Kia,Shuma,"345,000 EGP",2000,"200,000 KM",Automatic,Gas,"Ismailia Desert, Cairo",https://eg.hatla2ee.com/en/car/kia/shuma/7226532,2026-06-10
Volkswagen,Jetta,"750,000 EGP",2009,"86,000 KM",Automatic,Diesel,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/volks-wagen/jetta/7226526,2026-06-10
Chevrolet,Other,"350,000 EGP",2006,"100,000 KM",Manual,Diesel,"10th of Ramadan, Cairo",https://eg.hatla2ee.com/en/car/chevrolet/other-chevrolet/7226494,2026-06-10
Fiat,Tipo,"470,000 EGP",2020,"250,000 KM",Manual,Gas,"Madinaty, Cairo",https://eg.hatla2ee.com/en/car/fiat/tipo/7226392,2026-06-10
Toyota,Corolla,"1,080,000 EGP",2022,"100,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/toyota/corolla/7226366,2026-06-10
Jac,J2,"772,800 EGP",2026,"14,229 KM",Automatic,Natural Gas,Giza,https://eg.hatla2ee.com/en/car/jac/j2/7226364,2026-06-10
Chevrolet,Optra,"400,000 EGP",2016,200 KM,Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/chevrolet/optra/7226357,2026-06-10
Honda,CRV,"2,400,000 EGP",2022,"30,000 KM",Automatic,Gas,Cairo,https://eg.hatla2ee.com/en/car/honda/crv/7226348,2026-06-10
Honda,Civic,"1,050,000 EGP",2017,"125,000 KM",Automatic,Gas,"Minya Al Qamh, Sharqia",https://eg.hatla2ee.com/en/car/honda/civic/7230189,2026-06-10
Chevrolet,Aveo,"450,000 EGP",2015,"139,000 KM",Automatic,Gas,"Zagazig, Sharqia",https://eg.hatla2ee.com/en/car/chevrolet/aveo/7230186,2026-06-10
Skoda,Kodiaq,"1,200,000 EGP",2019,"40,000 KM",Automatic,Gas,"Smouha, Alexandria",https://eg.hatla2ee.com/en/car/skoda/kodiaq/7230177,2026-06-10
Hyundai,Matrix,"470,000 EGP",2011,"152,000 KM",Automatic,Natural Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/hyundai/matrix/7183464,2026-06-10
Chery,Tiggo 8,"800,000 EGP",2025,"5,000 KM",Automatic,Gas,Alexandria,https://eg.hatla2ee.com/en/car/chery/Tiggo-8/7230176,2026-06-10
BMW,X1,"1,650,000 EGP",2021,"60,000 KM",Automatic,Gas,"Tagamo3 - New Cairo, Cairo",https://eg.hatla2ee.com/en/car/bmw/x1/7230175,2026-06-10
Kia,Picanto,"520,000 EGP",2014,"190,000 KM",Automatic,Gas,Sohag,https://eg.hatla2ee.com/en/car/kia/picanto/7230171,2026-06-10
Kia,Carens,"1,250,000 EGP",2026,0 KM,Automatic,Gas,"Smouha, Alexandria",https://eg.hatla2ee.com/en/new-car/kia/carens/unit/7230167,2026-06-10
Mercedes,CLA 200,"2,850,000 EGP",2025,"40,000 KM",Automatic,Gas,"Sheikh Zayed City, Giza",https://eg.hatla2ee.com/en/car/mercedes/cla-200/7230164,2026-06-10
Opel,Crossland,"780,000 EGP",2021,0 KM,Automatic,Diesel,"Maadi, Cairo",https://eg.hatla2ee.com/en/car/opel/Crossland/7230158,2026-06-10
Peugeot,3008,"2,350,000 EGP",2026,0 KM,Automatic,Gas,"Sheikh Zayed City, Giza",https://eg.hatla2ee.com/en/new-car/peugeot/3008/unit/7230163,2026-06-10
BMW,320,"2,150,000 EGP",2017,"17,000 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/bmw/320/7230157,2026-06-10
Hyundai,Elantra,"780,000 EGP",2018,"59,000 KM",Manual,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/hyundai/elantra/7200719,2026-06-10
Volkswagen,Jetta,"680,000 EGP",2008,"148,000 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/volks-wagen/jetta/7207548,2026-06-10
Chevrolet,Captiva,"790,000 EGP",2021,"150,000 KM",Automatic,Gas,"Smouha, Alexandria",https://eg.hatla2ee.com/en/car/chevrolet/captiva/7213353,2026-06-10
Mercedes,GLA 200,"2,180,000 EGP",2021,"38,000 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/mercedes/GLA-200/7195951,2026-06-10
Daewoo,Nubira 2,"260,000 EGP",2005,0 KM,Automatic,Gas,"Hurghada, Red Sea",https://eg.hatla2ee.com/en/car/daewoo/Nubira-2/7230151,2026-06-10
CitroÃ«n,C4,"850,000 EGP",2017,"130,000 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/citroen/c4/7195802,2026-06-10
Mercedes,C 180,"1,180,000 EGP",2013,"115,000 KM",Automatic,Gas,"Nasr city, Cairo",https://eg.hatla2ee.com/en/car/mercedes/c-180/7190304,2026-06-10
